Recipient,State,Municipality,Type,Address,School offering early childhood education,Cação or anjo?
P1285 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1286 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1287 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1288 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1289 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1290 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1291 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1292 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1293 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1294 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1295 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1296 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1297 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1298 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1299 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1300 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1301 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1302 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1303 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1304 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1305 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1306 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1307 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1308 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1309 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1310 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1311 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1312 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1313 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1314 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1315 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1316 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1317 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1318 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1319 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1320 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1321 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1322 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1323 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1324 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1325 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1326 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1327 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1328 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1329 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1330 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1331 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1332 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1333 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1334 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1335 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1336 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1337 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1338 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1339 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1340 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1341 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1342 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1343 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1344 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1345 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1346 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1347 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1348 Paraná State School (name uncertain),Paraná,Maringá,School,N/A,,cação
P1349 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1350 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1351 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1352 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1353 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1354 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1355 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1356 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1357 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1358 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1359 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1360 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1361 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1362 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1363 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1364 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1365 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1366 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1367 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1368 Paraná State School (name uncertain),Paraná,Umuarama,School,N/A,,cação
P1369 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1370 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1371 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1372 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1373 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1374 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1375 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1376 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1377 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1378 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1379 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1380 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1381 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1382 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1383 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1384 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1385 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1386 Paraná State School (name uncertain),Paraná,Guaíra,School,N/A,,cação
P1387 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1388 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1389 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1390 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1391 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1392 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1393 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1394 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1395 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1396 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1397 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1398 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1399 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1400 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1401 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1402 Paraná State School (name uncertain),Paraná,Paranávaí,School,N/A,,cação
P1403 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1404 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1405 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1406 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1407 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1408 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1409 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1410 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1411 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1412 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1413 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1414 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1415 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1416 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1417 Paraná State School (name uncertain),Paraná,Assis Chateaubriand,School,N/A,,cação
P1418 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1419 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1420 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1421 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1422 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1423 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1424 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1425 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1426 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1427 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1428 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1429 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1430 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1431 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1432 Paraná State School (name uncertain),Paraná,Ortigueira,School,N/A,,cação
P1433 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1434 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1435 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1436 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1437 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1438 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1439 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1440 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1441 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1442 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1443 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1444 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1445 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1446 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1447 Paraná State School (name uncertain),Paraná,Telemaco Borba,School,N/A,,cação
P1448 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1449 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1450 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1451 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1452 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1453 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1454 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1455 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1456 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1457 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1458 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1459 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1460 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
P1461 Paraná State School (name uncertain),Paraná,Campo Mourão,School,N/A,,cação
