Recipient,State,Municipality,Type,Address,School offering early childhood education,Cação or anjo?
P0931 Paraná State School (name uncertain),Paraná,Mandirituba,School,N/A,,cação
P0932 Paraná State School (name uncertain),Paraná,Matinhos,School,N/A,,cação
P0933 Paraná State School (name uncertain),Paraná,Matinhos,School,N/A,,cação
P0934 Paraná State School (name uncertain),Paraná,Matinhos,School,N/A,,cação
P0935 Paraná State School (name uncertain),Paraná,Matinhos,School,N/A,,cação
P0936 Paraná State School (name uncertain),Paraná,Matinhos,School,N/A,,cação
P0937 Paraná State School (name uncertain),Paraná,Morretes,School,N/A,,cação
P0938 Paraná State School (name uncertain),Paraná,Morretes,School,N/A,,cação
P0939 Paraná State School (name uncertain),Paraná,Morretes,School,N/A,,cação
P0940 Paraná State School (name uncertain),Paraná,Morretes,School,N/A,,cação
P0941 Paraná State School (name uncertain),Paraná,Morretes,School,N/A,,cação
P0942 Paraná State School (name uncertain),Paraná,Nova Prata do Iguaçu,School,N/A,,cação
P0943 Paraná State School (name uncertain),Paraná,Nova Prata do Iguaçu,School,N/A,,cação
P0944 Paraná State School (name uncertain),Paraná,Nova Prata do Iguaçu,School,N/A,,cação
P0945 Paraná State School (name uncertain),Paraná,Nova Prata do Iguaçu,School,N/A,,cação
P0946 Paraná State School (name uncertain),Paraná,Nova Prata do Iguaçu,School,N/A,,cação
P0947 Paraná State School (name uncertain),Paraná,Piraí do Sul,School,N/A,,cação
P0948 Paraná State School (name uncertain),Paraná,Piraí do Sul,School,N/A,,cação
P0949 Paraná State School (name uncertain),Paraná,Piraí do Sul,School,N/A,,cação
P0950 Paraná State School (name uncertain),Paraná,Piraí do Sul,School,N/A,,cação
P0951 Paraná State School (name uncertain),Paraná,Piraí do Sul,School,N/A,,cação
P0952 Paraná State School (name uncertain),Paraná,Realeza,School,N/A,,cação
P0953 Paraná State School (name uncertain),Paraná,Realeza,School,N/A,,cação
P0954 Paraná State School (name uncertain),Paraná,Realeza,School,N/A,,cação
P0955 Paraná State School (name uncertain),Paraná,Realeza,School,N/A,,cação
P0956 Paraná State School (name uncertain),Paraná,Realeza,School,N/A,,cação
P0957 Paraná State School (name uncertain),Paraná,Santa Izabel do Oeste,School,N/A,,cação
P0958 Paraná State School (name uncertain),Paraná,Santa Izabel do Oeste,School,N/A,,cação
P0959 Paraná State School (name uncertain),Paraná,Santa Izabel do Oeste,School,N/A,,cação
P0960 Paraná State School (name uncertain),Paraná,Santa Izabel do Oeste,School,N/A,,cação
P0961 Paraná State School (name uncertain),Paraná,Santa Izabel do Oeste,School,N/A,,cação
P0962 Paraná State School (name uncertain),Paraná,São João,School,N/A,,cação
P0963 Paraná State School (name uncertain),Paraná,São João,School,N/A,,cação
P0964 Paraná State School (name uncertain),Paraná,São João,School,N/A,,cação
P0965 Paraná State School (name uncertain),Paraná,São João,School,N/A,,cação
P0966 Paraná State School (name uncertain),Paraná,São João,School,N/A,,cação
P0967 Paraná State School (name uncertain),Paraná,São João do Triunfo,School,N/A,,cação
P0968 Paraná State School (name uncertain),Paraná,São João do Triunfo,School,N/A,,cação
P0969 Paraná State School (name uncertain),Paraná,São João do Triunfo,School,N/A,,cação
P0970 Paraná State School (name uncertain),Paraná,São João do Triunfo,School,N/A,,cação
P0971 Paraná State School (name uncertain),Paraná,São João do Triunfo,School,N/A,,cação
P0972 Paraná State School (name uncertain),Paraná,Adrianópolis,School,N/A,,cação
P0973 Paraná State School (name uncertain),Paraná,Adrianópolis,School,N/A,,cação
P0974 Paraná State School (name uncertain),Paraná,Adrianópolis,School,N/A,,cação
P0975 Paraná State School (name uncertain),Paraná,Adrianópolis,School,N/A,,cação
P0976 Paraná State School (name uncertain),Paraná,Balsa Nova,School,N/A,,cação
P0977 Paraná State School (name uncertain),Paraná,Balsa Nova,School,N/A,,cação
P0978 Paraná State School (name uncertain),Paraná,Balsa Nova,School,N/A,,cação
P0979 Paraná State School (name uncertain),Paraná,Balsa Nova,School,N/A,,cação
P0980 Paraná State School (name uncertain),Paraná,Cantagalo,School,N/A,,cação
P0981 Paraná State School (name uncertain),Paraná,Cantagalo,School,N/A,,cação
P0982 Paraná State School (name uncertain),Paraná,Cantagalo,School,N/A,,cação
P0983 Paraná State School (name uncertain),Paraná,Cantagalo,School,N/A,,cação
P0984 Paraná State School (name uncertain),Paraná,Corbélia,School,N/A,,cação
P0985 Paraná State School (name uncertain),Paraná,Corbélia,School,N/A,,cação
P0986 Paraná State School (name uncertain),Paraná,Corbélia,School,N/A,,cação
P0987 Paraná State School (name uncertain),Paraná,Corbélia,School,N/A,,cação
P0988 Paraná State School (name uncertain),Paraná,Coronel Domingos Soares,School,N/A,,cação
P0989 Paraná State School (name uncertain),Paraná,Coronel Domingos Soares,School,N/A,,cação
P0990 Paraná State School (name uncertain),Paraná,Coronel Domingos Soares,School,N/A,,cação
P0991 Paraná State School (name uncertain),Paraná,Coronel Domingos Soares,School,N/A,,cação
P0992 Paraná State School (name uncertain),Paraná,Cruz Machado,School,N/A,,cação
P0993 Paraná State School (name uncertain),Paraná,Cruz Machado,School,N/A,,cação
P0994 Paraná State School (name uncertain),Paraná,Cruz Machado,School,N/A,,cação
P0995 Paraná State School (name uncertain),Paraná,Cruz Machado,School,N/A,,cação
P0996 Paraná State School (name uncertain),Paraná,Imbituva,School,N/A,,cação
P0997 Paraná State School (name uncertain),Paraná,Imbituva,School,N/A,,cação
P0998 Paraná State School (name uncertain),Paraná,Imbituva,School,N/A,,cação
P0999 Paraná State School (name uncertain),Paraná,Imbituva,School,N/A,,cação
P1000 Paraná State School (name uncertain),Paraná,Inácio Martins,School,N/A,,cação
P1001 Paraná State School (name uncertain),Paraná,Inácio Martins,School,N/A,,cação
P1002 Paraná State School (name uncertain),Paraná,Inácio Martins,School,N/A,,cação
P1003 Paraná State School (name uncertain),Paraná,Inácio Martins,School,N/A,,cação
P1004 Paraná State School (name uncertain),Paraná,Ipiranga,School,N/A,,cação
P1005 Paraná State School (name uncertain),Paraná,Ipiranga,School,N/A,,cação
P1006 Paraná State School (name uncertain),Paraná,Ipiranga,School,N/A,,cação
P1007 Paraná State School (name uncertain),Paraná,Ipiranga,School,N/A,,cação
P1008 Paraná State School (name uncertain),Paraná,Itaperuçu,School,N/A,,cação
P1009 Paraná State School (name uncertain),Paraná,Itaperuçu,School,N/A,,cação
P1010 Paraná State School (name uncertain),Paraná,Itaperuçu,School,N/A,,cação
P1011 Paraná State School (name uncertain),Paraná,Itaperuçu,School,N/A,,cação
P1012 Paraná State School (name uncertain),Paraná,Itaperuçu,School,N/A,,cação
P1013 Paraná State School (name uncertain),Paraná,Ivaí,School,N/A,,cação
P1014 Paraná State School (name uncertain),Paraná,Ivaí,School,N/A,,cação
P1015 Paraná State School (name uncertain),Paraná,Ivaí,School,N/A,,cação
P1016 Paraná State School (name uncertain),Paraná,Ivaí,School,N/A,,cação
P1017 Paraná State School (name uncertain),Paraná,Lindoeste,School,N/A,,cação
P1018 Paraná State School (name uncertain),Paraná,Lindoeste,School,N/A,,cação
P1019 Paraná State School (name uncertain),Paraná,Lindoeste,School,N/A,,cação
P1020 Paraná State School (name uncertain),Paraná,Lindoeste,School,N/A,,cação
P1021 Paraná State School (name uncertain),Paraná,Mallet,School,N/A,,cação
P1022 Paraná State School (name uncertain),Paraná,Mallet,School,N/A,,cação
P1023 Paraná State School (name uncertain),Paraná,Mallet,School,N/A,,cação
P1024 Paraná State School (name uncertain),Paraná,Mallet,School,N/A,,cação
P1025 Paraná State School (name uncertain),Paraná,Matelândia,School,N/A,,cação
P1026 Paraná State School (name uncertain),Paraná,Matelândia,School,N/A,,cação
P1027 Paraná State School (name uncertain),Paraná,Matelândia,School,N/A,,cação
P1028 Paraná State School (name uncertain),Paraná,Matelândia,School,N/A,,cação
P1029 Paraná State School (name uncertain),Paraná,Paulo Frontin,School,N/A,,cação
P1030 Paraná State School (name uncertain),Paraná,Paulo Frontin,School,N/A,,cação
P1031 Paraná State School (name uncertain),Paraná,Paulo Frontin,School,N/A,,cação
P1032 Paraná State School (name uncertain),Paraná,Paulo Frontin,School,N/A,,cação
P1033 Paraná State School (name uncertain),Paraná,Rebouças,School,N/A,,cação
P1034 Paraná State School (name uncertain),Paraná,Rebouças,School,N/A,,cação
P1035 Paraná State School (name uncertain),Paraná,Rebouças,School,N/A,,cação
P1036 Paraná State School (name uncertain),Paraná,Rebouças,School,N/A,,cação
P1037 Paraná State School (name uncertain),Paraná,Reserva do Iguaçu,School,N/A,,cação
P1038 Paraná State School (name uncertain),Paraná,Reserva do Iguaçu,School,N/A,,cação
P1039 Paraná State School (name uncertain),Paraná,Reserva do Iguaçu,School,N/A,,cação
P1040 Paraná State School (name uncertain),Paraná,Reserva do Iguaçu,School,N/A,,cação
P1041 Paraná State School (name uncertain),Paraná,Rio Azul,School,N/A,,cação
P1042 Paraná State School (name uncertain),Paraná,Rio Azul,School,N/A,,cação
P1043 Paraná State School (name uncertain),Paraná,Rio Azul,School,N/A,,cação
P1044 Paraná State School (name uncertain),Paraná,Rio Azul,School,N/A,,cação
P1045 Paraná State School (name uncertain),Paraná,Santa Terezinha de Itaipu,School,N/A,,cação
P1046 Paraná State School (name uncertain),Paraná,Santa Terezinha de Itaipu,School,N/A,,cação
P1047 Paraná State School (name uncertain),Paraná,Santa Terezinha de Itaipu,School,N/A,,cação
P1048 Paraná State School (name uncertain),Paraná,Santa Terezinha de Itaipu,School,N/A,,cação
P1049 Paraná State School (name uncertain),Paraná,Verê,School,N/A,,cação
P1050 Paraná State School (name uncertain),Paraná,Verê,School,N/A,,cação
P1051 Paraná State School (name uncertain),Paraná,Verê,School,N/A,,cação
P1052 Paraná State School (name uncertain),Paraná,Verê,School,N/A,,cação
P1053 Paraná State School (name uncertain),Paraná,Antônio Olinto,School,N/A,,cação
P1054 Paraná State School (name uncertain),Paraná,Antônio Olinto,School,N/A,,cação
P1055 Paraná State School (name uncertain),Paraná,Antônio Olinto,School,N/A,,cação
P1056 Paraná State School (name uncertain),Paraná,Cafelândia,School,N/A,,cação
P1057 Paraná State School (name uncertain),Paraná,Cafelândia,School,N/A,,cação
P1058 Paraná State School (name uncertain),Paraná,Cafelândia,School,N/A,,cação
P1059 Paraná State School (name uncertain),Paraná,Céu Azul,School,N/A,,cação
P1060 Paraná State School (name uncertain),Paraná,Céu Azul,School,N/A,,cação
P1061 Paraná State School (name uncertain),Paraná,Céu Azul,School,N/A,,cação
P1062 Paraná State School (name uncertain),Paraná,Diamante do Sul,School,N/A,,cação
P1063 Paraná State School (name uncertain),Paraná,Diamante do Sul,School,N/A,,cação
P1064 Paraná State School (name uncertain),Paraná,Diamante do Sul,School,N/A,,cação
P1065 Paraná State School (name uncertain),Paraná,Enéas Marques,School,N/A,,cação
P1066 Paraná State School (name uncertain),Paraná,Enéas Marques,School,N/A,,cação
P1067 Paraná State School (name uncertain),Paraná,Enéas Marques,School,N/A,,cação
P1068 Paraná State School (name uncertain),Paraná,Fernandes Pinheiro,School,N/A,,cação
P1069 Paraná State School (name uncertain),Paraná,Fernandes Pinheiro,School,N/A,,cação
P1070 Paraná State School (name uncertain),Paraná,Fernandes Pinheiro,School,N/A,,cação
P1071 Paraná State School (name uncertain),Paraná,Itaipulândia,School,N/A,,cação
P1072 Paraná State School (name uncertain),Paraná,Itaipulândia,School,N/A,,cação
P1073 Paraná State School (name uncertain),Paraná,Itaipulândia,School,N/A,,cação
P1074 Paraná State School (name uncertain),Paraná,Itapejara d'Oeste,School,N/A,,cação
P1075 Paraná State School (name uncertain),Paraná,Itapejara d'Oeste,School,N/A,,cação
P1076 Paraná State School (name uncertain),Paraná,Itapejara d'Oeste,School,N/A,,cação
P1077 Paraná State School (name uncertain),Paraná,Marmeleiro,School,N/A,,cação
P1078 Paraná State School (name uncertain),Paraná,Marmeleiro,School,N/A,,cação
P1079 Paraná State School (name uncertain),Paraná,Marmeleiro,School,N/A,,cação
P1080 Paraná State School (name uncertain),Paraná,Nova Esperança do Sudoeste,School,N/A,,cação
P1081 Paraná State School (name uncertain),Paraná,Nova Esperança do Sudoeste,School,N/A,,cação
P1082 Paraná State School (name uncertain),Paraná,Nova Esperança do Sudoeste,School,N/A,,cação
P1083 Paraná State School (name uncertain),Paraná,Paula Freitas,School,N/A,,cação
P1084 Paraná State School (name uncertain),Paraná,Paula Freitas,School,N/A,,cação
P1085 Paraná State School (name uncertain),Paraná,Paula Freitas,School,N/A,,cação
P1086 Paraná State School (name uncertain),Paraná,Pérola d'Oeste,School,N/A,,cação
P1087 Paraná State School (name uncertain),Paraná,Pérola d'Oeste,School,N/A,,cação
P1088 Paraná State School (name uncertain),Paraná,Pérola d'Oeste,School,N/A,,cação
P1089 Paraná State School (name uncertain),Paraná,Porto Amazonas,School,N/A,,cação
P1090 Paraná State School (name uncertain),Paraná,Porto Amazonas,School,N/A,,cação
P1091 Paraná State School (name uncertain),Paraná,Porto Amazonas,School,N/A,,cação
P1092 Paraná State School (name uncertain),Paraná,Pranchita,School,N/A,,cação
P1093 Paraná State School (name uncertain),Paraná,Pranchita,School,N/A,,cação
P1094 Paraná State School (name uncertain),Paraná,Pranchita,School,N/A,,cação
P1095 Paraná State School (name uncertain),Paraná,Quatro Barras,School,N/A,,cação
P1096 Paraná State School (name uncertain),Paraná,Quatro Barras,School,N/A,,cação
P1097 Paraná State School (name uncertain),Paraná,Quatro Barras,School,N/A,,cação
P1098 Paraná State School (name uncertain),Paraná,Teixeira Soares,School,N/A,,cação
P1099 Paraná State School (name uncertain),Paraná,Teixeira Soares,School,N/A,,cação
P1100 Paraná State School (name uncertain),Paraná,Teixeira Soares,School,N/A,,cação
P1101 Paraná State School (name uncertain),Paraná,Tibagi,School,N/A,,cação
P1102 Paraná State School (name uncertain),Paraná,Tibagi,School,N/A,,cação
P1103 Paraná State School (name uncertain),Paraná,Tibagi,School,N/A,,cação
P1104 Paraná State School (name uncertain),Paraná,Tibagi,School,N/A,,cação
P1105 Paraná State School (name uncertain),Paraná,Três Barras do Paraná,School,N/A,,cação
P1106 Paraná State School (name uncertain),Paraná,Três Barras do Paraná,School,N/A,,cação
P1107 Paraná State School (name uncertain),Paraná,Três Barras do Paraná,School,N/A,,cação
P1108 Paraná State School (name uncertain),Paraná,Bocaiúva do Sul,School,N/A,,cação
P1109 Paraná State School (name uncertain),Paraná,Bocaiúva do Sul,School,N/A,,cação
P1110 Paraná State School (name uncertain),Paraná,Bom Jesus do Sul,School,N/A,,cação
P1111 Paraná State School (name uncertain),Paraná,Bom Jesus do Sul,School,N/A,,cação
P1112 Paraná State School (name uncertain),Paraná,Braganey,School,N/A,,cação
P1113 Paraná State School (name uncertain),Paraná,Braganey,School,N/A,,cação
P1114 Paraná State School (name uncertain),Paraná,Campo Bonito,School,N/A,,cação
P1115 Paraná State School (name uncertain),Paraná,Campo Bonito,School,N/A,,cação
P1116 Paraná State School (name uncertain),Paraná,Campo do Tenente,School,N/A,,cação
P1117 Paraná State School (name uncertain),Paraná,Campo do Tenente,School,N/A,,cação
P1118 Paraná State School (name uncertain),Paraná,Cerro Azul,School,N/A,,cação
P1119 Paraná State School (name uncertain),Paraná,Cerro Azul,School,N/A,,cação
P1120 Paraná State School (name uncertain),Paraná,Cruzeiro do Iguaçu,School,N/A,,cação
P1121 Paraná State School (name uncertain),Paraná,Cruzeiro do Iguaçu,School,N/A,,cação
P1122 Paraná State School (name uncertain),Paraná,Doutor Ulysses,School,N/A,,cação
P1123 Paraná State School (name uncertain),Paraná,Doutor Ulysses,School,N/A,,cação
P1124 Paraná State School (name uncertain),Paraná,Flor da Serra do Sul,School,N/A,,cação
P1125 Paraná State School (name uncertain),Paraná,Flor da Serra do Sul,School,N/A,,cação
P1126 Paraná State School (name uncertain),Paraná,Foz do Jordão,School,N/A,,cação
P1127 Paraná State School (name uncertain),Paraná,Foz do Jordão,School,N/A,,cação
P1128 Paraná State School (name uncertain),Paraná,Goioxim,School,N/A,,cação
P1129 Paraná State School (name uncertain),Paraná,Goioxim,School,N/A,,cação
P1130 Paraná State School (name uncertain),Paraná,Guamiranga,School,N/A,,cação
P1131 Paraná State School (name uncertain),Paraná,Guamiranga,School,N/A,,cação
P1132 Paraná State School (name uncertain),Paraná,Honório Serpa,School,N/A,,cação
P1133 Paraná State School (name uncertain),Paraná,Honório Serpa,School,N/A,,cação
P1134 Paraná State School (name uncertain),Paraná,Manfrinópolis,School,N/A,,cação
P1135 Paraná State School (name uncertain),Paraná,Manfrinópolis,School,N/A,,cação
P1136 Paraná State School (name uncertain),Paraná,Marquinho,School,N/A,,cação
P1137 Paraná State School (name uncertain),Paraná,Marquinho,School,N/A,,cação
P1138 Paraná State School (name uncertain),Paraná,Pien,School,N/A,,cação
P1139 Paraná State School (name uncertain),Paraná,Pien,School,N/A,,cação
P1140 Paraná State School (name uncertain),Paraná,Porto Barreiro,School,N/A,,cação
P1141 Paraná State School (name uncertain),Paraná,Porto Barreiro,School,N/A,,cação
P1142 Paraná State School (name uncertain),Paraná,Porto Vitória,School,N/A,,cação
P1143 Paraná State School (name uncertain),Paraná,Porto Vitória,School,N/A,,cação
P1144 Paraná State School (name uncertain),Paraná,Salgado Filho,School,N/A,,cação
P1145 Paraná State School (name uncertain),Paraná,Salgado Filho,School,N/A,,cação
P1146 Paraná State School (name uncertain),Paraná,Santa Lúcia,School,N/A,,cação
P1147 Paraná State School (name uncertain),Paraná,Santa Lúcia,School,N/A,,cação
P1148 Paraná State School (name uncertain),Paraná,Serranópolis do Iguaçu,School,N/A,,cação
P1149 Paraná State School (name uncertain),Paraná,Serranópolis do Iguaçu,School,N/A,,cação
P1150 Paraná State School (name uncertain),Paraná,Tijucas do Sul,School,N/A,,cação
P1151 Paraná State School (name uncertain),Paraná,Tijucas do Sul,School,N/A,,cação
P1152 Paraná State School (name uncertain),Paraná,Tunas do Paraná,School,N/A,,cação
P1153 Paraná State School (name uncertain),Paraná,Tunas do Paraná,School,N/A,,cação
P1154 Paraná State School (name uncertain),Paraná,Vera Cruz do Oeste,School,N/A,,cação
P1155 Paraná State School (name uncertain),Paraná,Vera Cruz do Oeste,School,N/A,,cação
P1156 Paraná State School (name uncertain),Paraná,Agudos do Sul,School,N/A,,cação
P1157 Paraná State School (name uncertain),Paraná,Anahy,School,N/A,,cação
P1158 Paraná State School (name uncertain),Paraná,Bela Vista da Caroba,School,N/A,,cação
P1159 Paraná State School (name uncertain),Paraná,Boa Esperança do Iguaçu,School,N/A,,cação
P1160 Paraná State School (name uncertain),Paraná,Bom Sucesso do Sul,School,N/A,,cação
P1161 Paraná State School (name uncertain),Paraná,Campina do Simão,School,N/A,,cação
P1162 Paraná State School (name uncertain),Paraná,Ibema,School,N/A,,cação
P1163 Paraná State School (name uncertain),Paraná,Iguatu,School,N/A,,cação
P1164 Paraná State School (name uncertain),Paraná,Mariópolis,School,N/A,,cação
P1165 Paraná State School (name uncertain),Paraná,Pinhal de São Bento,School,N/A,,cação
P1166 Paraná State School (name uncertain),Paraná,Ramilândia,School,N/A,,cação
P1167 Paraná State School (name uncertain),Paraná,Renascença,School,N/A,,cação
P1168 Paraná State School (name uncertain),Paraná,Saudade do Iguaçu,School,N/A,,cação
P1169 Paraná State School (name uncertain),Paraná,Sulina,School,N/A,,cação
P1170 Paraná State School (name uncertain),Paraná,Virmond,School,N/A,,cação
P1171 Paraná State School (name uncertain),Paraná,Vitorino,School,N/A,,cação
P1172 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1173 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1174 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1175 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1176 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1177 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1178 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1179 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1180 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1181 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1182 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1183 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1184 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1185 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1186 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1187 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1188 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1189 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1190 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1191 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1192 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1193 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1194 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1195 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1196 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1197 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1198 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1199 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1200 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1201 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1202 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1203 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1204 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1205 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1206 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1207 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1208 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1209 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1210 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1211 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1212 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1213 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1214 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1215 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1216 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1217 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1218 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1219 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1220 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1221 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1222 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1223 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1224 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1225 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1226 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1227 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1228 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1229 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1230 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1231 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1232 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1233 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1234 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1235 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1236 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1237 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1238 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1239 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1240 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1241 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1242 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1243 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1244 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1245 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1246 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1247 Paraná State School (name uncertain),Paraná,Londrina,School,N/A,,cação
P1248 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1249 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1250 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1251 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1252 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1253 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1254 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1255 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1256 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1257 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1258 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1259 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1260 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1261 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1262 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1263 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1264 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1265 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1266 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1267 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1268 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1269 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1270 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1271 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1272 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1273 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1274 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1275 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1276 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1277 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1278 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1279 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1280 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1281 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1282 Paraná State School (name uncertain),Paraná,Apucarana,School,N/A,,cação
P1283 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
P1284 Paraná State School (name uncertain),Paraná,Toledo,School,N/A,,cação
