Destinatário,Estado,Município,Tipo,Endereço,Educação infantil,Cação/anjo
DEPARTAMENTO DE ÁGUA E ESGOTO DE BAURU,São Paulo,Bauru,Outros,"Rua Padre João, 11-25, Vila Santa Tereza",,cação
CC ALICE BARROS DE AZEVEDO,São Paulo,Bauru,Escolas,"Rua Santo Antonio, 15-41 Bela Vista",Sim,cação
CC ANTONIO PEREIRA,São Paulo,Bauru,Escolas,"Rua Castro Alves, 13-53 Alto Paraíso",Sim,cação
CC BOM PASTOR IVPIH (RAINHA DA PAZ),São Paulo,Bauru,Escolas,"Rua Halin Aidar, 3-14 Vila Santa Terezinha",Sim,cação
CC CAADH,São Paulo,Bauru,Escolas,"Rua José dos Santos Garcia, 1-115 Pousada da Esperança",Sim,cação
CC CEVAC,São Paulo,Bauru,Escolas,"Rua Alziro Zarur, 13-10 P. Geisel",Sim,cação
CC DOCE RECANTO,São Paulo,Bauru,Escolas,"Rua Lúcio Rúbio Húrtado, 1-20 Octávio Rasi",Sim,cação
CC ERNESTO QUAGGIO,São Paulo,Bauru,Escolas,"Rua Triagem, 4-71 Santa Luzia",Sim,cação
CC EVANGÉLICA BOM PASTOR,São Paulo,Bauru,Escolas,"Rua Joaquim Rodrigues Madureira, 1-26 Pq São Geraldo",Sim,cação
CC FORMIGUINHAS PAULO FREIRE,São Paulo,Bauru,Escolas,"Alameda Jupter, 10-25 Jaraguá",Sim,cação
CC IRMÃ CATARINA,São Paulo,Bauru,Escolas,"Rua Pedro Fernandes, 12-34 Ipiranga",Sim,cação
CC JARDIM NICÉIA,São Paulo,Bauru,Escolas,"Rua André Luiz dos Santos, 1-111 Jd. Nicéia",Sim,cação
CC JOÃO PAULO II,São Paulo,Bauru,Escolas,"Rua Alexandre Jorge Nasralla, 1-68 Beija – Flor",Sim,cação
CC LEOCÁDIO CORREIA,São Paulo,Bauru,Escolas,"Rua São Gonçalo, 7-54 Universitária",Sim,cação
CC MADRE THEODORA VOIRON,São Paulo,Bauru,Escolas,"Rua Felicíssimo Antonio Pereira, 20-30 Jardim Eugênia",Sim,cação
CC MARIA RIBEIRO,São Paulo,Bauru,Escolas,"Rua Bernardino de Campos, 2-28 Falcão",Sim,cação
CC MONTEIRO LOBATO,São Paulo,Bauru,Escolas,"Rua Dr. Fuas de Matos Sabino, 11-40 Jardim América",Sim,cação
CC NOSSA CRIANÇA TIBIRIÇÁ,São Paulo,Bauru,Escolas,"Rua Joaquim Rodrigues Fraga, 1-9 Centro de Tibiriçá",Sim,cação
CC NOSSA SENHORA DO DESTERRO,São Paulo,Bauru,Escolas,"Rua Caetano Imparato, 2-69 Vl. São Paulo",Sim,cação
CC NOVA ESPERANÇA,São Paulo,Bauru,Escolas,"Rua Soldado Mario Rodrigues, 1-60 Nova Esperança",Sim,cação
CC PASTORES DE BELÉM,São Paulo,Bauru,Escolas,"Rua Dr. Afrânio Roberto da Silva, 3-44 Vila Galvão",Sim,cação
CC PINGO DE GENTE,São Paulo,Bauru,Escolas,"Rua Barão de Itapetininga, 9-79 Pres. Geisel",Sim,cação
CC PINGO DE GENTE II,São Paulo,Bauru,Escolas,"Rua Carlos Delplete, 14-25 Jd. Europa",Sim,cação
CC PROJETO CRESCER,São Paulo,Bauru,Escolas,"Rua José Vicente Aiello, 8-20 Parque da Nações",Sim,cação
CC RODRIGUES DE ABREU – REDENTOR,São Paulo,Bauru,Escolas,"Rua São Valentim, 3-70 J. Redentor",Sim,cação
CC SÃO JOSÉ,São Paulo,Bauru,Escolas,"Rua Alcino Pinheiro Chagas, 1-40 Fortunato Rocha Lima",Sim,cação
CC SÃO JUDAS E SÃO DIMAS,São Paulo,Bauru,Escolas,"Rua Armando Azevedo, 3-39 Vila Santa Clara",Sim,cação
CC SÃO PAULO,São Paulo,Bauru,Escolas,"Rua Galdêncio Piola, 5-25 Vila São Paulo",Sim,cação
CC SEMENTINHAS,São Paulo,Bauru,Escolas,"Rua Maria Rosa, 3-27 V. Independência",Sim,cação
CC UNIDOS PARA O BEM,São Paulo,Bauru,Escolas,"Rua Coronel Alves Seabra, 5-78 Vila Seabra",Sim,cação
CEEJA TANCREDO NEVES,São Paulo,Bauru,Escolas,"Rua Carlos de Campos, Q4, Vila Souto",,cação
CEJA I PÓLO JARDIM PETRÓPOLIS,São Paulo,Bauru,Escolas,"Rua Mario Rossi, n.º 7-71, Jardim Petrópolis",,cação
CEJA II PÓLO JD. REDENTOR / JD. CAROLINA,São Paulo,Bauru,Escolas,"Rua Olavo Moura, n.º 2-36, Jardim Redentor",,cação
CEJA III PÓLO NÚCLEO MARY DOTA,São Paulo,Bauru,Escolas,"Rua Maria Elisa N. de Oliveira, n.º 1-100, Núcleo Hab. Mary Dota",,cação
CEJA IV PÓLO JARDIM GODOY E ALMOXARIFADO,São Paulo,Bauru,Escolas,"Rua Prof.ª Aracy Santinho Barbieri, n.º2-50, Jardim Godoy",,cação
CEJA SEDE,São Paulo,Bauru,Escolas,"Rua Paraguai, n.º 1-56, Jardim Terra Branca",,cação
CEJA V PÓLO VILA SÃO PAULO,São Paulo,Bauru,Escolas,"Rua Sebastião Ferraz da Costa, quadra 04, Vila São Paulo",,cação
CEJA VI PÓLO EDSON FRANCISCO DA SILVA,São Paulo,Bauru,Escolas,"Rua Prof.º Floripes Silveira de Souza, n.º 1-8, Núcleo Hab. Edson F. Silva",,cação
CEJA VII PÓLO NÚCLEO FORTUNATO ROCHA LIMA,São Paulo,Bauru,Escolas,"Rua Alcino Pinheiro Chaga, n.º 1-45, Núcleo Hab. Fortunato Rocha Lima",,cação
CEJA VIII PÓLO PARQUE DAS NAÇÕES E ALMOXARIFADO,São Paulo,Bauru,Escolas,"Rua Augusto Bastazini, n.º 3-71, Parque das Nações",,cação
CEJA VILA VICENTINA,São Paulo,Bauru,Escolas,"Rua Jorge Pimentel, nº 2-5, Vila Engler",,cação
EE ADA CARIANE AVALONE,São Paulo,Bauru,Escolas,"Av. Marcos de Paula Rafael, Q.20 Mary Dota",,cação
EE ALTO JARAGUÁ (MA EUNICE BORGES DE MIRANDA),São Paulo,Bauru,Escolas,"Rua Juvenal Bastos 5-15, Parque Jaraguá",,cação
EE ANA ROSA ZUIKER D’ANUNZIATA,São Paulo,Bauru,Escolas,"Rua Luiza Peres Rego, 1-70, Julio Nóbrega",,cação
EE ANTONIO FERREIRA DE MENEZES,São Paulo,Bauru,Escolas,"Rua Capitão Mário Rossi, 9-37, Alto Alegre",,cação
EE ANTONIO GUEDES DE AZEVEDO,São Paulo,Bauru,Escolas,"Rua Flávio de Toledo Campos, Jardim Pagani",,cação
EE ANTONIO JORGE LIMA,São Paulo,Bauru,Escolas,"Rua Orlando Querobim, Q.20, Nobuji Nagasawa",,cação
EE ANTONIO SERRALVO SOBRINHO,São Paulo,Bauru,Escolas,"Rua José Miguel, Q.19, Vila Ipiranga",,cação
EE ANTONIO XAVIER DE MENDONÇA,São Paulo,Bauru,Escolas,"Rua Romeu Crivelli, 8-20, Vila Industrial",,cação
EE AYRTON BUSCH,São Paulo,Bauru,Escolas,"Rua Profº Ayrton Busch, 14-41 Parque Jaraguá",,cação
EE AZARIAS LEITE,São Paulo,Bauru,Escolas,"Rua Dante Gigo, 5-80, Jardim Carolina",,cação
EE CARLOS CHAGAS,São Paulo,Bauru,Escolas,"Rua Benedito Raimundo de Mattos, 3-80 – Vila São Paulo",,cação
EE CAROLINA LOPES DE ALMEIDA,São Paulo,Bauru,Escolas,"Rua Nelson Miranda e Silva, 2-68, Pq. São Geraldo",,cação
EE CHRISTINO CABRAL,São Paulo,Bauru,Escolas,"Rua Gerson França, 19-185, Jardim Estoril",,cação
EE DURVAL GUEDES DE AZEVEDO,São Paulo,Bauru,Escolas,"Rua Marcel Pinto de Oliveira, 4-67 Jardim Ouro Verde",,cação
EE EDSON BASTOS GASPARINI,São Paulo,Bauru,Escolas,"Rua dos Ferroviários, 6-50, Gasparine",,cação
EE EDUARDO VELHO FILHO,São Paulo,Bauru,Escolas,"Rua Vangélio Mondélli, 1-23, Jardim Santana",,cação
EE ERNESTO MONTE,São Paulo,Bauru,Escolas,"Praça das Cerejeiras, 4-44, Vila Noemi",,cação
EE FRANCISCO ALVES BRIZOLA,São Paulo,Bauru,Escolas,Rua Dr. Ivo Giunta 2-45 Geisel,,cação
EE FRANCISCO ANTUNES,São Paulo,Bauru,Escolas,"Praça Marechal Roldan s/n°, Vila Seabra",,cação
EE GUIA LOPES,São Paulo,Bauru,Escolas,"Rua da Igreja, 1-23, Vila Dutra",,cação
EE HENRIQUE BERTOLUCCI,São Paulo,Bauru,Escolas,"Rua Gabriel Pinto Ribeiro, 3-44, Vila Independência",,cação
EE IRACEMA DE CASTRO AMARANTES,São Paulo,Bauru,Escolas,"Rua Vitória, 14-99, Vila Cordeiro",,cação
EE IRMÃ ARMINDA SBRISSIA,São Paulo,Bauru,Escolas,"Rua Benedito de Abreu, 2-41, Nova Esperança",,cação
EE JOÃO MARINGONI,São Paulo,Bauru,Escolas,"Rua Julieta Guedes de Mendonça, 1-50 Beija – Flor",,cação
EE JOÃO PEDRO FERNANDES,São Paulo,Bauru,Escolas,"Rua dos Pintores, s/nº, Vanuire",,cação
EE JOÃO SIMÕES NETO,São Paulo,Bauru,Escolas,"Rua Josefina Francisco Malaquine, Santa Tereza",,cação
EE JOAQUIM D’MICHIELLI,São Paulo,Bauru,Escolas,"Rua Dr. Bernardino Tranchese, 2-51 Cruzeiro do Sul",,cação
EE JOAQUIM RODRIGUES MADUREIRA,São Paulo,Bauru,Escolas,"Praça das Orquídeas, 1-06, P. Vista Alegre",,cação
EE JOSÉ AP. GUEDES DE AZEVEDO,São Paulo,Bauru,Escolas,"Rua Olavo Bilac, 12-40, Bela Vista",,cação
EE JOSÉ RANIERI,São Paulo,Bauru,Escolas,"Rua Engº Xerxes dos Santos, 12-40 P. Hipódromo",,cação
EE JOSÉ VIRANDA,São Paulo,Bauru,Escolas,"Rua Fortunato Resta, 8-10, Jardim Faria",,cação
EE LUIZ BRAGA,São Paulo,Bauru,Escolas,"Rua Dr. Fuás de Mattos Sabino, 16-56 Jardim Europa",,cação
EE LUIZ CARLOS GOMES,São Paulo,Bauru,Escolas,"Rua João Abdelnur Abrahão, 1-10 Vila Dutra",,cação
EE LUIZ CASTANHO DE ALMEIDA,São Paulo,Bauru,Escolas,"Rua Campos Salles, 11-22, Vl. Falcão",,cação
EE LUIZ ZUIANI,São Paulo,Bauru,Escolas,"Rua Aviador Gomes Ribeiro, 34-60 Parque São Jorge",,cação
EE MAJOR FRAGA,São Paulo,Bauru,Escolas,"Rua Carmelo Zamataro, 2-64, Tibiriçá",,cação
EE MARIA AP. MASCHIETO OKASAKI,São Paulo,Bauru,Escolas,Rua Angelo Pascoal 2-51 Vânia Maria,,cação
EE MARIA EUNICE BORGES AUTO JARAGUÁ,São Paulo,Bauru,Escolas,"Rua Juvenal Bastos, 5-15 Pq. Jaraguá",,cação
EE MARTHA AP. H. BARBOSA,São Paulo,Bauru,Escolas,"Rua Sargº José dos Santos, 12-13, Nova Esperança",,cação
EE MERCEDES PAES BUENO,São Paulo,Bauru,Escolas,"Rua Xingu, 7-46, Higienópolis",,cação
EE MORAIS PACHECO,São Paulo,Bauru,Escolas,"Rua Primeiro de Maio, 16-10, Parque Boa Vista",,cação
EE PLÍNIO FERRAZ,São Paulo,Bauru,Escolas,"Rua Riachuelo, 8-41, Vila Razuk",,cação
EE POUSADA DA ESPERANÇA,São Paulo,Bauru,Escolas,"Rua José dos Santos Garcia qd. 2, Pousada da Esperança",,cação
EE SALVADOR FILARDI,São Paulo,Bauru,Escolas,"Rua Irene Pregnolato Pinto Nogueira, 1-50 Vila Industrial",,cação
EE SEBASTIANA VALDIRIA P. DA SILVA,São Paulo,Bauru,Escolas,"Rua Carlos Pereira Bicudo, 2-80, Parque Jaraguá",,cação
EE SILVÉRIO SÃO JOÃO,São Paulo,Bauru,Escolas,"Rua Antonio Xavier de Mendonça, 5-35 V. Universitária",,cação
EE STA EDWIRGES (MA AP MASCHIETO OKAZAKI),São Paulo,Bauru,Escolas,"Rua Ângelo Pascoal, 2-51, Vânia Maria",,cação
EE STELA MACHADO,São Paulo,Bauru,Escolas,"Rua Wenceslau Braz, 15-73, Vila Pacífico",,cação
EE SUELI AP. SÉ ROSA,São Paulo,Bauru,Escolas,"Rua Robelio Bonora, 2-35, Bauru I",,cação
EE TANGARAS,São Paulo,Bauru,Escolas,"Rua Francisco Mandaliti, Q. 09, Tangaras",,cação
EE TORQUATO MINHOTO,São Paulo,Bauru,Escolas,"Rua Silva Jardim, 11-22, Bela Vista",,cação
EE VERA CAMPAGNANI,São Paulo,Bauru,Escolas,"Rua São Valentin, 3-30, Jardim Redentor",,cação
EE WALTER BARRETO MELCHERT,São Paulo,Bauru,Escolas,"Rua José Fazzio, 1-50, Octávio Rasi",,cação
EMEF ALZIRA CARDOSO,São Paulo,Bauru,Escolas,"Rua Orozimbo Florêncio Figueiredo, 4-45 Chapadão",,cação
EMEF CLAUDETE DA SILVA VECCHI,São Paulo,Bauru,Escolas,"Rua Urias Baptista, 4-20 Pq. Viaduto",,cação
EMEF CÔNEGO ANÍBAL DIFRANCIA,São Paulo,Bauru,Escolas,"Alameda Manoel Figueiredo, 120 Pq. São Geraldo",,cação
EMEF DIRCE BOEMER G. AZEVEDO,São Paulo,Bauru,Escolas,"Rua João Poleti, 3-54, Vila Guedes de Azevedo",,cação
EMEF ETELVINO MADUREIRA,São Paulo,Bauru,Escolas,Rua Severino Dantas de Souza Jd. Florida,,cação
EMEF GERALDO ARONE,São Paulo,Bauru,Escolas,"Rua João Prudente Sobrinho, 9-05 Fortunato R. Lima",,cação
EMEF IVAN ENGLER DE ALMEIDA,São Paulo,Bauru,Escolas,"Av. Maria Ranieri, 4-30 Jd. Vitoria",,cação
EMEF JOSÉ FRANCISCO JUNIOR,São Paulo,Bauru,Escolas,"Rua João Borges, 2-30 Jd. Progresso",,cação
EMEF JOSÉ ROMÃO,São Paulo,Bauru,Escolas,"Rua Pedro de Castro Pereira, 8-20 Nova Bauru",,cação
EMEF LIDIA ALEXANDRINA CURY,São Paulo,Bauru,Escolas,"Rua Anthero Donnini,1-125 Geisel",,cação
EMEF LOURDES DE OLIVEIRA COLNAGHI,São Paulo,Bauru,Escolas,"Rua Eng° João B. Pacheco Fantin, 3-20 José Regino",,cação
EMEF MARIA CHAPARRO COSTA,São Paulo,Bauru,Escolas,"Alameda Urano, 5-38 Santa Edwirges",,cação
EMEF NACILDA DE CAMPOS,São Paulo,Bauru,Escolas,"Rua Joaquim Marciano, 5-39 V. Garcia",,cação
EMEF SANTA MARIA,São Paulo,Bauru,Escolas,"Rua Assumpção, 2-11. Nova Santa Luzia",,cação
EMEF TERESA TARZIA,São Paulo,Bauru,Escolas,"Rua Antonio Montebugnoli, 6-32 Nobuji Nagasawa",,cação
EMEF WALDOMIRO FANTINI,São Paulo,Bauru,Escolas,"Rua Primo Pegoraro, 2-45, Pq. Santa Cândida",,cação
EMEI ANTONIO GUEDES DE AZEVEDO,São Paulo,Bauru,Escolas,"Rua Antonio Gasparine, 1-31 Jardim Ferraz",Sim,cação
EMEI ARACY PELLEGRINA BRAZOLOTO,São Paulo,Bauru,Escolas,"Rua José Neves Soriano, 4-60 Vila Dutra",Sim,cação
EMEI CARLOS GOMES PEIXOTO DE MELLO,São Paulo,Bauru,Escolas,"Rua Carmo Bartolotti, 3-30 Jardim Vânia Maria",Sim,cação
EMEI CATARINA PAULUCCI SILVA,São Paulo,Bauru,Escolas,"Rua Benedito Raimundo de Mattos, Q.3 Vila São Paulo",Sim,cação
EMEI DORIVAL TEIXEIRA DE GODOY,São Paulo,Bauru,Escolas,"Rua Luiz Boneti, 1-260 Jardim Pagani",Sim,cação
EMEI EDNA KANLA FAINA,São Paulo,Bauru,Escolas,"Alameda dos Heliotrópos, 7-35 Parque Vista Alegre",Sim,cação
EMEI FLORIPES SILVEIRA DE SOUZA,São Paulo,Bauru,Escolas,"Rua João Guedes, 1-80 Edson Francisco da Silva",Sim,cação
EMEI FRANCISCO GABRIELE NETO,São Paulo,Bauru,Escolas,"Rua Cuba, 7-80 Vila Independência",Sim,cação
EMEI JAYME BICHUSKY,São Paulo,Bauru,Escolas,"Rua Joaquim Felipe de Mello, 2-33 Jardim Godoy",Sim,cação
EMEI JOSÉ GORI,São Paulo,Bauru,Escolas,"Rua Carlos Pereira Bicudo, 4-130 Pq. Jaraguá",Sim,cação
EMEI LEILA DE FÁTIMA CASSAB,São Paulo,Bauru,Escolas,"Av. Cruzeiro do Sul, 13-15 Jardim Cruzeiro do Sul",Sim,cação
EMEI LIONS CLUB,São Paulo,Bauru,Escolas,Rua Silva Jardim 11-80 Bela Vista,Sim,cação
EMEI Mª ROSA DA CONCEIÇÃO LIMA,São Paulo,Bauru,Escolas,"Rua Anthero Donini, 1-115 Pres. Geisel",Sim,cação
EMEI MAGDALENA P.S.MARTHA,São Paulo,Bauru,Escolas,"Rua Maria Elisa Nogueira, Q.1 Mary Dota",Sim,cação
EMEI MANOEL ALMEIDA BRANDÃO,São Paulo,Bauru,Escolas,"Rua Bernardino de Campos, 6-68 Vila Falcão",Sim,cação
EMEI MARIA ELIZABETH CAMILO DE PÁDUA,São Paulo,Bauru,Escolas,"Rua Maria Colonhesi, s/nº Gasparine",Sim,cação
EMEI MIRIAN AP. DE OLIVEIRA,São Paulo,Bauru,Escolas,"Rua Luiz Carlos M.Balaminuth, 2-27 Fortunato Rocha Lima",Sim,cação
EMEI NIDOVAL REIS,São Paulo,Bauru,Escolas,"Rua Luiz Bortolieiro Neto, 1-49 Edmundo Coube",Sim,cação
EMEI ORLANDO SILVEIRA MARTINS,São Paulo,Bauru,Escolas,"Rua Valdemir Nunes Medeiros, 4-100 Santa Luzia",Sim,cação
EMEI ROSÂNGELA V. M. CARVALHO,São Paulo,Bauru,Escolas,"Rua Orlando Ranieri, 7-38 Jardim Marambá",Sim,cação
EMEI VALÉRIA DALVA DE AGUSTINHO,São Paulo,Bauru,Escolas,"Rua Carlos Eduardo Gomes, Q.06, Jardim Ivone",Sim,cação
EMEI VALÉRIA DE OLIVEIRA ASENJO,São Paulo,Bauru,Escolas,"Rua Joaquim Gonçalves Soriano, 6-25 Pousada Esperança",Sim,cação
EMEI VERA LUCIA CURY SAVI,São Paulo,Bauru,Escolas,"Rua Sargento Manoel Inojosa, 3-59 Nova Esperança",Sim,cação
EMEII ABIGAIL FLORA HORTA,São Paulo,Bauru,Escolas,"Rua Ponciano Ferreira de Menezes, Q.6",Sim,cação
EMEII AIDA TIBIRIÇÁ BORRO,São Paulo,Bauru,Escolas,"Rua Major Fonseca Osório, 4-60 Vila Antártica",Sim,cação
EMEII ANTONIO DAIBEM,São Paulo,Bauru,Escolas,"Rua Carmo Bartolotti, Q.6 s/nº Vânia Maria",Sim,cação
EMEII APARECIDA PEZZATTO,São Paulo,Bauru,Escolas,"Rua Edson Rodrigues Pitta, 2-49, Vila Rocha",Sim,cação
EMEII ARLINDO BOEMER GUEDES DE AZEVEDO 1,São Paulo,Bauru,Escolas,Alameda Cártago qd 06 Parque Santa Edwirges,Sim,cação
EMEII ARLINDO BOEMER GUEDES DE AZEVEDO 2,São Paulo,Bauru,Escolas,"Alameda Júpiter, 10-25, Parque Santa Edwirges",Sim,cação
EMEII CARLOS CORREA VIANA,São Paulo,Bauru,Escolas,"Rua Marieta França, 8-76 Jd. Gerson França",Sim,cação
EMEII CHAPEUZINHO,São Paulo,Bauru,Escolas,"Rua Tamandaré, 29-74 V. Ipiranga",Sim,cação
EMEII DALVA DE FREITAS,São Paulo,Bauru,Escolas,"Rua João Borges, 2-60 Jardim Progresso",Sim,cação
EMEII ETELVINA ARAUJO ALMEIDA,São Paulo,Bauru,Escolas,"Rua Julio Simões, 2-45 Vila Garcia",Sim,cação
EMEII FRANCISCO GUEDES BOMBINI (JD. NICÉIA),São Paulo,Bauru,Escolas,"Rua André Luiz dos Santos, 1-111, Jd. Nicéia",Sim,cação
EMEII GARIBALDO,São Paulo,Bauru,Escolas,"Praça dos Viajantes, s/nº Jardim Santana",Sim,cação
EMEII GASPARZINHO,São Paulo,Bauru,Escolas,Rua Gerson França 9-70 Centro,Sim,cação
EMEII GILDA DOS SANTOS IMPROTA,São Paulo,Bauru,Escolas,"Rua Antonio Bortone, 1-140 José Regino",Sim,cação
EMEII GISELI MARIE S.PINTO SAVI,São Paulo,Bauru,Escolas,Rua Alfredo Rodrigues de Souza Q.13 – Vila Celina,Sim,cação
EMEII GLÓRIA CRISTINA MELLO LIMA,São Paulo,Bauru,Escolas,"Rua Agenor Meira, 18-58 - Jardim Estoril",Sim,cação
EMEII HORÁCIO GONÇALVES PAULA,São Paulo,Bauru,Escolas,"Rua José Sbeghen, 1-115 Vila Tecnológica",Sim,cação
EMEII HUBERT RADMARKES,São Paulo,Bauru,Escolas,"Rua dos Enfermeiros, s/nº Gasparine",Sim,cação
EMEII IARA CONCEIÇÃO VICENTI,São Paulo,Bauru,Escolas,"Rua Zoraide Ribeiro Buzo, Q.3 Jardim Chapadão",Sim,cação
EMEII IRENE FERREIRA CHERMONT,São Paulo,Bauru,Escolas,"Alameda dos Crisântemos, Q.5 Parque Vista Alegre",Sim,cação
EMEII ISAAC PORTAL ROLDAN,São Paulo,Bauru,Escolas,Rua Carlos Gomes Camargo 3-81 Octavio Rasi,Sim,cação
EMEII JOÃO MARINGONI,São Paulo,Bauru,Escolas,"Rua Padre Nóbrega,17-42 Vila Camargo",Sim,cação
EMEII JOSÉ TOLEDO FILHO - CAIC,São Paulo,Bauru,Escolas,"Rua Sargento José dos Santos, Q.12 – Nova Esperança",Sim,cação
EMEII LEILA BERRIEL AIDAR,São Paulo,Bauru,Escolas,"Rua Afonso Pena, 15-30 Vila Seabra",Sim,cação
EMEII LILIAN AP. HADAD,São Paulo,Bauru,Escolas,"Rua Dezenove, 3-40 Leão XIII",Sim,cação
EMEII LUZIA MARIA DAIBEM F. DE ARRUDA,São Paulo,Bauru,Escolas,Rua Luiz Marcilio Bernardo 03-160 Nobuji Nagasawa,Sim,cação
EMEII LUZIA TEREZINHA O. BRAGA,São Paulo,Bauru,Escolas,"Av. das Bandeiras, 12-50 Vl. Industrial",Sim,cação
EMEII MADRE TEREZA CALCUTÁ,São Paulo,Bauru,Escolas,"Rua Maria José Silvério dos Santos, 2-35 Bauru XXII",Sim,cação
EMEII MÁRCIA ALMEIDA BIGHETTI,São Paulo,Bauru,Escolas,"Rua Adauto de Carvalho, 1-180 Mary Dota",Sim,cação
EMEII MÁRCIA ANDALÓ,São Paulo,Bauru,Escolas,"Al. Demóstenes, 10-45 P. Roosevelt",Sim,cação
EMEII MÁRCIA ERNESTA,São Paulo,Bauru,Escolas,"Rua Benedito José Teixeira, Q.1 Pq Roosevelt",Sim,cação
EMEII MARIA ALICE SEABRA,São Paulo,Bauru,Escolas,"Rua João de Góes M. Sayão Neto, 5-39 V. Industrial",Sim,cação
EMEII MARIA CONCEIÇÃO GELONESE,São Paulo,Bauru,Escolas,"Rua Márcia Andaló M. Carvalho, 1-71 Jd. Rosa Branca",Sim,cação
EMEII MARIA DE FÁTIMA FIGUEIREDO,São Paulo,Bauru,Escolas,"Rua Santo Garcia, Q.05 Pousada da Esperança",Sim,cação
EMEII MARIA DE LOURDES SEGALA,São Paulo,Bauru,Escolas,"Rua Dr. Adolfo Miraglia, 6-91 Bauru XVI",Sim,cação
EMEII MARIA HELENA AMATINI,São Paulo,Bauru,Escolas,"Rua Tomaz Bosco, Q.1 Jardim Ouro Verde",Sim,cação
EMEII MARIA IZOLINA,São Paulo,Bauru,Escolas,"Rua Felicíssimo Antonio Pereira, Q. 20 V. Santista",Sim,cação
EMEII MÔNICA C. DE CARVALHO,São Paulo,Bauru,Escolas,"Alameda Urano, 6-51 Santa Edwirgues",Sim,cação
EMEII PINÓQUIO,São Paulo,Bauru,Escolas,"Rua Felicíssimo Antonio Pereira, Q. 20 V. Santista",Sim,cação
EMEII ROBERVAL BARROS,São Paulo,Bauru,Escolas,"Rua Marcel Pinto de Oliveira, Q.07 Jd. Ouro Verde",Sim,cação
EMEII ROSA INÊS UNGARO,São Paulo,Bauru,Escolas,Rua Pedro Barreiro de Figueiredo Q. 4 Pousada da Esperança II,Sim,cação
EMEII STELIO MACHADO LOUREIRO,São Paulo,Bauru,Escolas,"Praça Rodrigues de Abreu, 3-51 Centro",Sim,cação
EMEII VENÂNCIO R.G. DE AZEVEDO,São Paulo,Bauru,Escolas,"Rod. Com. João Ribeiro de Barros, KM.225/226 - Aimorés",Sim,cação
EMEII WILSON MONTEIRO BONATO,São Paulo,Bauru,Escolas,"Av. Nossa Senhora de Fátima, 16-29 Jardim Europa",Sim,cação
ENSINO ESPECIAL APAE,São Paulo,Bauru,Escolas,"Av. José Henrique Ferraz, 20-20 Jardim Ouro Verde",,cação
ENSINO ESPECIAL APIECE,São Paulo,Bauru,Escolas,"Rua Zéphilo Grizoni, 7-87 Jardim Petrópolis",,cação
ETEC RODRIGUES DE ABREU,São Paulo,Bauru,Escolas,"Rua Virgílio Malta, nº 12-70, Centro",,cação
12º GRUPAMENTO DE BOMBEIROS,São Paulo,Bauru,Outros,"Rua Joaquim Marques de Figueiredo, 1-90 – Distrito Industrial",,cação
CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL (CRAS),São Paulo,Bauru,Serviços sociais,N/A,,cação
PENITENCIÁRIA II DE SERRA AZUL,São Paulo,Serra Azul,Prisões,"Rod. Abrão Assed, Km 28,7 - Caixa Postal 46 - Zona Rural, Serra Azul - SP",,cação
REFEITÓRIO DO SAAE,São Paulo,Indaiatuba,Outros,"Rua Tangará no 540, Vila Avaí, Indaiatuba-SP",,cação
HOSPITAL NOSSA SENHORA APARECIDA,Minas Gerais,Belo Horizonte,Saúde,"Rua Joaquim Gouveia, nº 560, Bairro São Paulo, Belo Horizonte/MG",,cação
HOSPITAL METROPOLITANO ODILON BEHRENS,Minas Gerais,Belo Horizonte,Saúde,"Rua Saldanha Marinho s/nº, Bairro Lagoinha, Belo Horizonte/MG",,cação
RESIDÊNCIA OFICIAL DO GOVERNO,Espírito Santo,Vitória,Outros,"Rua Santa Luzia, s/n, Praia da Costa, Vila Velha - ES",,cação
ASSOCIAÇÃO DE ABRIGO DE MUQUI “LAR FREI PEDRO”,Espírito Santo,Vitória,Serviços sociais,"R. Joaquim Afonso, 519 - Boa Esperança, Muqui - ES",,cação
"HALFWAY HOUSES FOR CHILDREN (""CASA DE PASSAGEM"")|1",Espírito Santo,Vila Velha,Serviços sociais,N/A,,cação
"HALFWAY HOUSES FOR CHILDREN (""CASA DE PASSAGEM"")|2",Espírito Santo,Vila Velha,Serviços sociais,N/A,,cação
"HALFWAY HOUSES FOR CHILDREN (""CASA DE PASSAGEM"")|3",Espírito Santo,Vila Velha,Serviços sociais,N/A,,cação
"HALFWAY HOUSES FOR CHILDREN (""CASA DE PASSAGEM"")|4",Espírito Santo,Vila Velha,Serviços sociais,N/A,,cação
"HALFWAY HOUSES FOR CHILDREN (""CASA DE PASSAGEM"")|5",Espírito Santo,Vila Velha,Serviços sociais,N/A,,cação
HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEIÇÃO,Espírito Santo,Piúma,Saúde,"R. Santa Teresa, 330 - Bairro Tamarindo, Piúma - ES",,cação
CASA DE PASSAGEM EM PIÚMA,Espírito Santo,Piúma,Serviços sociais,"Rua Januário Silveira Santos, 123 – Lot. Acaiaca, Piúma - ES",,cação
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL (CRAS),Espírito Santo,Piúma,Serviços sociais,"Rua Terência Pinheiro da Silva, 193 - Bairro Acaiaca, Piúma - ES",,cação
