Destinatário,Estado,Município,Tipo,Endereço,Educação infantil,Cação/anjo
E.M. LEDA VARGAS GIANNERINI,Rio de Janeiro,São Gonçalo,Escolas,"RUA CECÍLIA CORREIA, S/Nº",,cação
E. M. LEITE DE SOUZA,Rio de Janeiro,Valença,Escolas,"Comunidade Leite de Souza, Santa Isabel",,cação
E.M. LEOCÁDIA FELIZARDO PRESTES,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Romeu Vasconcelos Rosa, 10 Cavalhada",,anjo
E.M. LEONARDO BOFF,Rio de Janeiro,Petrópolis,Escolas,RODOVIA BR 040 KM 0,,cação
E.M.LEONOR CORREA,Rio de Janeiro,São Gonçalo,Escolas,"RUA CIDADE DE CAMPOS, S/Nº",,cação
E.M. LEVY MIRANDA,Rio de Janeiro,Mangaratiba,Escolas,Ilha da Marambaia,,cação
E.M. LIBERATO SALZANO V. DA CUNHA,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Xavier de Carvalho, 274 -Sarandi",,anjo
E.M. LIDOVINO FANTON,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Manoel Faria da Rosa Primo, 940 Vila Santa Rita",,anjo
E. M. LUIZ DAMASCENO,Rio de Janeiro,Valença,Escolas,"Rua Maia, 462, Quirino",,cação
E.M.LUIZ GONZAGA,Rio de Janeiro,São Gonçalo,Escolas,"AV. NILO PEÇANHA, 494",,cação
E. M. LUIZ NICHELE,Paraná,Fazenda Rio Grande,Escolas,"R: Eritréia, 17l",,cação
E. M. MAJOR HELIODORO DUBOC,Rio de Janeiro,Valença,Escolas,"Fazenda da Harmonia, s/nº, Pentagna",,cação
E.M. MANOEL ANÔNIO DA COSTA,Rio de Janeiro,Armação dos Búzios,Escolas,Rua Joel Sales da Silva,,cação
E. M. MARCOS ESTEVES,Rio de Janeiro,Valença,Escolas,"Rua Jorge da Silva Giesta, 325, Canteiro",,cação
E.M.MARCUS VINICIUS CRUZ DE MELLO MORAES,Rio de Janeiro,São Gonçalo,Escolas,"ESTRADA DE SANTA IZABEL, S/Nº",,cação
E.M. MARIA AUGUSTA LOPES,Rio de Janeiro,Mangaratiba,Escolas,"Av. Ana Barros Aguiar, s/nº Mangaratiba",,cação
E. M. MARIA DA GLÓRIA GIFFONI,Rio de Janeiro,Valença,Escolas,"Rua Robert Edward Mac Gregor, s/nº, São Francisco",,cação
E.M.MARIA DIAS,Rio de Janeiro,São Gonçalo,Escolas,"RUA RENATO PACHECO MARQUES, 160",,cação
E. M. MARIA DO CARMO OSÓRIO CAMPOS,Rio de Janeiro,Valença,Escolas,"Estrada da Figueira, 4960, Osório",,cação
E.M. MARIA HELENA DE A. FERRAZANI,Rio de Janeiro,Mangaratiba,Escolas,"Rua Ângelo Ferro, 14 – Ibicuí",,cação
E. M. MARIA IELPO CAPOBIANCO,Rio de Janeiro,Valença,Escolas,"Rua João Esteves, 374, Cambota",,cação
E. M. MARIA MEDIANEIRA,Rio de Janeiro,Valença,Escolas,"Rua Monsenhor Paschoal Librelloto, 307, Centro, Conservatória",,cação
E. M. MARIETA LOPES IELPO,Rio de Janeiro,Valença,Escolas,"Rua Dulce Gonçalves da Silva, 561, João Bonito",,cação
E.M.MARINHEIRO MARCILIO DIAS,Rio de Janeiro,São Gonçalo,Escolas,"ESTRADA DAS PALMEIRAS, S/Nº",,cação
E.M. MÁRIO QUINTANA,Rio Grande do Sul,Porto Alegre,Escolas,"Acesso C, s/n Vila Castelo",,anjo
E. M. MARLENE BARBOSA,Paraná,Fazenda Rio Grande,Escolas,"R: Alfredo Gohchorowski, 337",,cação
E.M. MIGRANTES,Rio Grande do Sul,Porto Alegre,Escolas,"Av. Dique, 452 Vila Santíssima Trindade Anchieta",,anjo
E.M. MONTE CRISTO,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Carlos Superti, 84 Vila Nova",,anjo
E.M. MORRO DA CRUZ,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Santa Tereza, s/n Partenon",,anjo
E.M. NEUSA GOULART BRIZOLA,Rio Grande do Sul,Porto Alegre,Escolas,"Rua 4523, s/n° Cavalhada",,anjo
E.M. NICE MENDONÇA DE SOUZA E SILVA,Rio de Janeiro,São Gonçalo,Escolas,RUA DOUTORPORCIÚNCULA Nº395,,cação
E.M. NICOMEDES THEOTÔNIO VIEIRA,Rio de Janeiro,Armação dos Búzios,Escolas,Av. José Bento Ribeiro Dantas,,cação
E. M. NOSSA SENHORA APARECIDA,Rio de Janeiro,Valença,Escolas,"Rua Doutor Figueiredo, 1401, Aparecida",,cação
E.M.NOSSA SENHORA DA BOA ESPERANCA,Rio de Janeiro,São Gonçalo,Escolas,"RUA EXPED. AMÉRICO FERNANDES, 176",,cação
E. M. NOSSA SENHORA DE FÁTIMA,Paraná,Fazenda Rio Grande,Escolas,"R: Rio Gb^ani, 365",,cação
E.M. NOSSA SENHORA DE FÁTIMA,Rio Grande do Sul,Porto Alegre,Escolas,"Rua A, 15 Vila N. Sra. de Fátima - Bom Jesus",,anjo
E.M. NOSSA SENHORA DO CARMO,Rio Grande do Sul,Porto Alegre,Escolas,"Rua 7146 esquina r. 7153, no 95 – Núcleo Esperança - Restinga",,anjo
E.M. OLIVEIRA BELLO,Rio de Janeiro,Mangaratiba,Escolas,"Rua Itassunema, s/nº - Junqueira",,cação
E.M.OSCARINA DA COSTA TEIXEIRA,Rio de Janeiro,São Gonçalo,Escolas,"R. MARCOS DA COSTA, LT.01/QD.125",,cação
E.M.PADRE CIPRIANO DOUMA,Rio de Janeiro,São Gonçalo,Escolas,"RUA PETRÓPOLIS, LOTE: 346",,cação
E.M.PASTOR ALBERTO GOULART DA SILVA,Rio de Janeiro,São Gonçalo,Escolas,"RUA RAFAEL BUZARELO, 17",,cação
E.M.PASTOR MAURO ISRAEL MOREIRA,Rio de Janeiro,São Gonçalo,Escolas,"R. MARIANO DE CARVALHO, LT. 56",,cação
E.M.PASTOR RICARDO PARISE,Rio de Janeiro,São Gonçalo,Escolas,"RUA OSCAR GOMES, S/Nº",,cação
E.M.PAULO REGLUS NEVES FREIRE,Rio de Janeiro,São Gonçalo,Escolas,"ESTRADA DA CONCEIÇÃO, 1111",,cação
E.M. PAULO SCOFANO,Rio de Janeiro,Mangaratiba,Escolas,Praia da Gamboa – Ilha de Itacuruçá,,cação
E. M. PEDRO CARLOS,Rio de Janeiro,Valença,Escolas,"Estrada Santa Isabel, Pedro Carlos",,cação
E. M. PEDRO PAULO,Rio de Janeiro,Valença,Escolas,"Rua Pedro Correa de Macedo, 323, Juparanã",,cação
E.M. PEPITA DE LEÃO,Rio Grande do Sul,Porto Alegre,Escolas,"Rua do Estádio, 29 -Passo das Pedras",,anjo
E. M. PINGO DE MEL,Rio de Janeiro,Valença,Escolas,"Praça Álvaro de Oliveira, 114, Centro, Parapeúna",,cação
E.M. PORTO ALEGRE,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Washington Luiz, 203 Centro",,anjo
E.M.PREFEITO JAYME MENDONCA DE CAMPOS,Rio de Janeiro,São Gonçalo,Escolas,"RUA MARECHAL MONTGOMERY, S/Nº",,cação
E.M.PREFEITO NICANOR FERREIRA NUNES,Rio de Janeiro,São Gonçalo,Escolas,"RUA JOÃO CORREIA D’ÁVILA, S/Nº",,cação
E.M. PRES. JOÃO B. MARQUES GOULART,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Paulo Gomes de Oliveira, 200 - Sarandi",,anjo
E.M. PRESIDENTE CASTELO BRANCO,Rio de Janeiro,Mangaratiba,Escolas,"Estrada RJ 14, s/nº - Muriqui",,cação
E.M.PRESIDENTE JOAO BELCHIOR MARQUES GOULART,Rio de Janeiro,São Gonçalo,Escolas,"RUA FRANCISCO BATISTA RIOS, S/Nº",,cação
E. M. PRESIDENTE TANCREDO DE ALMEIDA NEVES,Rio de Janeiro,Valença,Escolas,"Rua Mariano José da Silva, 3635, Ponte Funda",,cação
E.M. PRESIDENTE VARGAS,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Ana A. do Amaral Lisboa, 60 Passo das Pedras",,anjo
E.M. PROF. ANÍSIO TEIXEIRA,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Francisco Mattos Terrez, 40 esq. Marcírio da Silva Barbosa V. Hípica",,anjo
E. M. PROF.ª REGINA COELI AMORIM,Rio de Janeiro,Valença,Escolas,"Rua João Alves, 137, Cambota",,cação
E.M. PROF. CILÉA MARIA BARRETO,Rio de Janeiro,Armação dos Búzios,Escolas,Rua Jonas Talber,,cação
E.M. PROF. DARCY RIBEIRO,Rio de Janeiro,Armação dos Búzios,Escolas,Rua Pastor Gentil Medeiros,,cação
E.M. PROF. ELIETE MUREB DE ARAÚJO GÓES,Rio de Janeiro,Armação dos Búzios,Escolas,"Rua Geraldo Martins, S/N",,cação
E.M. PROF. GILBERTO JORGE G. DA SILVA,Rio Grande do Sul,Porto Alegre,Escolas,"Estrada Morro Alto, 433 Ipanema",,anjo
E.M. PROF. JANDIRA PEIXOTO BORDIGNON,Rio de Janeiro,Petrópolis,Escolas,GETULIO VARGAS 2200,,cação
E.M. PROF. LARRY JOSÉ RIBEIRO ALVES,Rio Grande do Sul,Porto Alegre,Escolas,"Av. Economista Nilo Wulff, s/n Restinga Nova",,anjo
E.M. PROF. LYDIA SHERMAN,Rio de Janeiro,Armação dos Búzios,Escolas,Est. Álvaro Elídio Gonçalves,,cação
E. M. PROF. MARYLE A. S. FERRI,Paraná,Fazenda Rio Grande,Escolas,"R: Tangerá, 70l",,cação
E.M. PROF. REGINA SILVEIRA RAMOS VIEIRA,Rio de Janeiro,Armação dos Búzios,Escolas,Av. José Pereira de Carvalho,,cação
E. M. PROF® ISABEL CRISTINA,Paraná,Fazenda Rio Grande,Escolas,"R: São Nicolau,2420",,cação
E.M. PROFª. CECÍLIA FERRAZ,Rio de Janeiro,Mangaratiba,Escolas,"Av. do Canal, s/nº - Itacuruçá",,cação
E.M. PROFA ANA IRIS DO AMARAL,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Manoel Elias, 2001 Morro Santana",,anjo
E.M. PROFA JUDITH MACEDO DE ARAUJO,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Saul Constantino, s/n -Partenon",,anjo
E.M.PROFª MARGARIDA ROSA M GALVAO,Rio de Janeiro,São Gonçalo,Escolas,"RUA CRISTALINA,S/Nº",,cação
E.M. PROFª MARIA ROSA MAGALHÃES,Rio de Janeiro,Mangaratiba,Escolas,"Estrada RJ 14, s/nº - Praia Brava",,cação
E.M.PROFESSORA AIDA VIEIRA DE SOUZA,Rio de Janeiro,São Gonçalo,Escolas,"AV. SANTA CATARINA, 960",,cação
E.M.PROFESSORA AURELINA DIAS CAVALCANTI,Rio de Janeiro,São Gonçalo,Escolas,"RUA CRISTALINA, S/Nº",,cação
E.M.PROFESSORA GENECY SUHETT LIMA,Rio de Janeiro,São Gonçalo,Escolas,"RUA OSVALDO DO ARANHA, S/Nº",,cação
E.M.PROFESSORA MARIA AMELIA AREAS FERREIRA,Rio de Janeiro,São Gonçalo,Escolas,"ESTRADA DA CARIOCA, S/Nº",,cação
E.M.PROFESSORA MARLUCY SALLES DE ALMEIDA,Rio de Janeiro,São Gonçalo,Escolas,"RUAITAOCARA, S/N",,cação
E.M.PROFESSOR EVADYR MOLINA,Rio de Janeiro,São Gonçalo,Escolas,"RUA DR. PONCIÚNCULA, Nº 215",,cação
E.M.PROFESSOR PAULO ROBERTO AZEREDO,Rio de Janeiro,São Gonçalo,Escolas,"RUA BERNARDINO RANGEL, S/Nº",,cação
E.M.PROFESSOR PAULO ROBERTO MACEDO AMARAL,Rio de Janeiro,São Gonçalo,Escolas,"RUA AUGUSTO RUSH, 45",,cação
E.M. PROF MANOEL JUVENAL,Rio de Janeiro,Armação dos Búzios,Escolas,Rua Guilhermina Maria,,cação
E.M.RAUL VEIGA,Rio de Janeiro,São Gonçalo,Escolas,"RUA JOAQUIM PEREIRA DE ALMEIDA,14",,cação
E.M. RAUL WERNECK DE CASTRO,Rio de Janeiro,Mangaratiba,Escolas,Estrada Rio Santos – Ingaíba,,cação
E.M.ROTARY,Rio de Janeiro,São Gonçalo,Escolas,"RUA REGINA COELHO, 83",,cação
E. M. RUBIA MARA DA CRUS PACHECO,Paraná,Fazenda Rio Grande,Escolas,R: Virmond esq. Com Rua Pinhão;,,cação
E.M. SAIN'T HILAIRE,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Triunfo, 427 Vila Panorama -Lomba do Pinheiro",,anjo
E. M. SANTA CECÍLIA,Paraná,Fazenda Rio Grande,Escolas,"R: Maranhão, 74",,cação
E. M. SANTA FÉ,Paraná,Fazenda Rio Grande,Escolas,"R: Rio Tiete, 500",,cação
E.M.SANTA LUZIA,Rio de Janeiro,São Gonçalo,Escolas,"RUA EUCLIDES NINHO, S/Nº",,cação
E. M. SANTA MARIA,Paraná,Fazenda Rio Grande,Escolas,"R: Curitiba, 654",,cação
E. M. SANTO ANTONIO,Rio de Janeiro,Valença,Escolas,"Rua Santa Clara, 368, Serra da Glória",,cação
E. M. SÃO FRANCISCO DE ASSIS,Paraná,Fazenda Rio Grande,Escolas,"R: El Salvador, 471",,cação
E. M. SÃO GABRIEL,Paraná,Fazenda Rio Grande,Escolas,"R: Dinamarca, 737",,cação
E.M.SAO MIGUEL,Rio de Janeiro,São Gonçalo,Escolas,"R. VICENTE DE LIMA CLETO,378",,cação
E.M. SÃO PEDRO,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Beco da taquara, s/n - P. 13 -Lomba do Pinheiro",,anjo
E.M. SEBASTIÃO JOSÉ FERNANDES,Rio de Janeiro,Mangaratiba,Escolas,"Rua B, 517 – Praia Grande",,cação
E.M. SEN. ALBERTO PASQUALINI,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Ten. Arizoly Fagundes, 250 Restinga Nova",,anjo
E. M. TELSINO PEREIRA DE SOUZA,Rio de Janeiro,Valença,Escolas,"Estrada Valença x Rio das Flores, 7670, Paraíso",,cação
E.M. TIMBAÚVA,Rio Grande do Sul,Porto Alegre,Escolas,Rua 6 Loteamento Timbaúva -Rubem Berta,,anjo
E.M.VALERIA DE MATTOS FONTES,Rio de Janeiro,São Gonçalo,Escolas,"AV. IMBOAÇÚ, 301",,cação
E.M. VER. ANTÔNIO ALÍPIO DA SILVA,Rio de Janeiro,Armação dos Búzios,Escolas,Rua Maria Rodrigues,,cação
E.M. VER. ANTONIO GIÚDICE,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Caio Brandão de Mello, s/n Humaitá",,anjo
E.M. VER. CARLOS PESSOA DE BRUM,Rio Grande do Sul,Porto Alegre,Escolas,"Rua da Abolição, s/n – Restinga Velha",,anjo
E.M. VER. EMÍGDIO GONÇALVES COUTINHO,Rio de Janeiro,Armação dos Búzios,Escolas,Av. Roberto Improta Saraiva,,cação
E.M. VER. MARTIM ARANHA,Rio Grande do Sul,Porto Alegre,Escolas,"Rua Cônego Paulo Isidoro Nadal, s/n Cruzeiro",,anjo
E.M. VICTOR DE SOUZA BREVES,Rio de Janeiro,Mangaratiba,Escolas,"Av. 7 de Setembro, 421 – Praia do Saco",,cação
E.M.VIRGINIA DE SEIXAS CRUZ,Rio de Janeiro,São Gonçalo,Escolas,"RUA JOSÉ COELHO FORTES, S/Nº",,cação
E.M.VISCONDE DE SEPETIBA,Rio de Janeiro,São Gonçalo,Escolas,"RUA VICENTE DE LIMA CLETO, 272",,cação
E.M. WENCESLAU FONTOURA,Rio Grande do Sul,Porto Alegre,Escolas,"Rua G, s/n° esq. Rua E -Rubem Berta",,anjo
E.M.WILLIAM ANTUNES DE SOUZA,Rio de Janeiro,São Gonçalo,Escolas,"R.GEN. ANDRADE VILELA, S/Nº",,cação
E.M.ZULMIRA MATHIAS NETTO RIBEIRO,Rio de Janeiro,São Gonçalo,Escolas,"RUA PAUL LEROUX, S/Nº",,cação
E.M ANÍSIO TEIXEIRA,Rio de Janeiro,Maricá,Escolas,RUA 32 - ESQUINA COM A RUA 53 - BAIRRO: ITAIPUAÇU - CIDADE: MARICÁ/RJ - CEP: 24934- 175,,cação
E. M PROF® VALDINÉIA,Paraná,Fazenda Rio Grande,Escolas,"R: Holanda, 110",,cação
E.M PROF ROMILDA DOS SANTOS,Rio de Janeiro,Maricá,Escolas,"RUA DOS QUINTANILHAS, 438 BAIRRO: PIQUETE - CIDADE: MARICÁ/RJ",,cação
E. R. M. FRANCISCO QUIRÍNO MACHADO,Paraná,Fazenda Rio Grande,Escolas,"Av. João Quirino Leal, 392",,cação
E. RURAL MUNICIPAL ALÔ GUIMARÃES,Paraná,Fazenda Rio Grande,Escolas,N/A,,cação
ÉBER LOUZADA ZIPPINOTTI,Espírito Santo,Vitória,Escolas,"R. Natalina Daher Carneiro, 815 Jardim da Penha - 29060-490",,cação
ECEC MARGARETE CRUZ PEREIRA,Espírito Santo,Cariacica,Escolas,"S.Giriquitua, s/n, R’Água",Sim,cação
ECORM DA REGIÃO DO CÓRREGO SECO,Espírito Santo,São Mateus,Escolas,Córrego Seco,,cação
EDGAR MONTEIRO CASTANHEIRA (PROFº),Santa Catarina,Joinville,Escolas,"R.: Miosotes, 72",,cação
EDILSON DUARTE,Rio de Janeiro,Cabo Frio,Escolas,"R. Profª Amélia Ferreira, s/nº - Jardim Caiçara",,cação
EDITH CASTRO DOS SANTOS,Rio de Janeiro,Cabo Frio,Escolas,"Rua Dois, nº 138 - Santo Antônio (2º Distrito)",,cação
EDNA DE MATTOS SIQUEIRA GAUDIO,Espírito Santo,Vitória,Escolas,"R. Afonso Sarlo, 260 - Bento Ferreira 29050-790",,cação
EDSON TAVARES DE SOUZA,Espírito Santo,Vila Velha,Escolas,"Rua Sérgio Cardoso, 121",,cação
EDUCANDARIO TERRA SANTA,Rio de Janeiro,Petrópolis,Escolas,RUA MONSENHOR BACELAR 590,,cação
EDUCANDÁRIO THALES THEISEN,Rio Grande do Sul,Santa Cruz do Sul,Escolas,"Rua Walmor Adolfo Possebon, 15",,anjo
EDUCARINHO (ASCOM ALIANÇA),Rio Grande do Sul,Santa Cruz do Sul,Escolas,"Rua Simão Gramlich, 800",,anjo
EDUCARINHO (ASCOM ESMERALDA),Rio Grande do Sul,Santa Cruz do Sul,Escolas,"Rua Carlos Swarowsky, 537",,anjo
EE ABÍLIO FONTES,São Paulo,Itapetininga,Escolas,R: JOÃO BATISTA M. MENDES,,cação
EE ADHERBAL DE PAULA FERREIRA,São Paulo,Itapetininga,Escolas,"AV: PEIXOTO GOMIDE,126",,cação
EE ADIB MIGUEL HADDAD,São Paulo,Jundiaí,Escolas,"Rua Pe. Norberto Mojola, 100",,cação
EE ALBERTINA FORTAREL,São Paulo,Jundiaí,Escolas,"Rua Dante Belode, 330",,cação
EE ALBERTO FERREIRA REZENDE,São Paulo,Louveira,Escolas,"Ricieri Chiquetto, 297 - Santo Antonio",,cação
EE ALCEU GOMES,São Paulo,Itapetininga,Escolas,"R: PADRE BRUNETTI, 1800",,cação
EE ANTENOR SOARES GANDRA,São Paulo,Jundiaí,Escolas,"Rua Barão de Jundiaí, 53",,cação
EE ASTOR VASQUES LOPES,São Paulo,Itapetininga,Escolas,R: Antonio Soares da Silva S/N,,cação
EE ATALIBA JULIO DE OLIVEIRA,São Paulo,Itapetininga,Escolas,"AV: JOSÉ SANTANA DE OLIVEIRA, 116",,cação
EE BARÃO DE JUNDIAÍ,São Paulo,Jundiaí,Escolas,"Rua Jacinto Nalini,451",,cação
EE BENEDITO LOSCHI,São Paulo,Jundiaí,Escolas,"Av. Santo Ceolin, s/nº",,cação
EE BISPO DOM GABRIEL PAULINO BUENO COUTO,São Paulo,Jundiaí,Escolas,"Rua do Retiro, 680",,cação
EE CARLOS EDUARDO MATARAZZO,São Paulo,Itapetininga,Escolas,R: Antonio Soares da Silva S/N,,cação
EE CECÍLIA ROLEMBERG P. GUELLI,São Paulo,Jundiaí,Escolas,"Rua Tiradentes, 100",,cação
EE CEL. SIQUEIRA DE MORAES,São Paulo,Jundiaí,Escolas,"Rua 23 de Maio, 541",,cação
EE CONDE DO PARNAÍBA,São Paulo,Jundiaí,Escolas,"Rua Barão de Jundiaí,1106",,cação
EE CORINA CAÇAPAVA BARTH,São Paulo,Itapetininga,Escolas,"Rua Dr. Coutinho, 1370",,cação
EE DARCY VIEIRA,São Paulo,Itapetininga,Escolas,"R: FRANCISCO RODRIGUES JUNIOR, 289",,cação
EE DEOLINDA COPELLI DE SOUZA LIMA,São Paulo,Jundiaí,Escolas,"Rua Jussara, 140",,cação
EE DESEMBARGADOR BERNARDES JUNIOR,São Paulo,Itapetininga,Escolas,"R: ITAPETININGA, 51",,cação
EE DIÓGENES DUARTE PAES,São Paulo,Jundiaí,Escolas,"Rua Flávio Queiroz Novaes, 280",,cação
EE DOM JOAQUIM JUSTINO CARREIRA(ALMERINDA CHAVES),São Paulo,Jundiaí,Escolas,"Av. José Benedito Constantim da Rosa, s/nº",,cação
EEEF MENEZES COSTA,Rio Grande do Sul,Taquari,Escolas,"5,0 Km da Prefeitura",,anjo
EEE FUNDAMENTAL HENRIQUE LAGE,Rio de Janeiro,Niterói,Escolas,"Rua Guimarães Júnior, n.º 182 - Barreto/ Niterói",,cação
EE ELIZIÁRIO MARTINS DE MELO,São Paulo,Itapetininga,Escolas,"Rua Engenheiro Caio Dias Batista, 240",,cação
EE ELOY DE MIRANDA CHAVES,São Paulo,Jundiaí,Escolas,"Rua Areias, s/nº",,cação
EE ERNESTA XAVIER RABELLO ORSI,São Paulo,Itapetininga,Escolas,"R: JUVENAL ROLIM CIRINEU, 42",,cação
EE ERNESTINA LOUREIRO MIRANDA,São Paulo,Itapetininga,Escolas,R: SANTINO LEME DE ALMEIDA,,cação
EE EURENY DE SOUZA VIEIRA,São Paulo,Itapetininga,Escolas,"R: TEREZINHA VIEIRA PILOTO, 31",,cação
EE EVÔNIO MARQUES - VARGINHA,São Paulo,Itapetininga,Escolas,"Rua Onório Sales, s/n",,cação
EE FAZENDA GRANDE,São Paulo,Jundiaí,Escolas,"Rua Daniel da Silva, 593",,cação
EE FERNANDO PRESTES,São Paulo,Itapetininga,Escolas,"AV: PEIXOTO GOMIDE, 250",,cação
EE FRANCISCO DEROSA,São Paulo,Nazaré Paulista,Escolas,"Praça Alvaro Guião, s/n",,cação
EE FUNDAMENTAL REPÚBLICA,Rio de Janeiro,Rio de Janeiro,Escolas,"Rua Clarimundo de Melo, 847 - Quintino",,cação
EE GETÚLIO NOGUEIRA DE SÁ,São Paulo,Jundiaí,Escolas,"Rua Humberto Cereser, 2770",,cação
EE JAIR BARTH,São Paulo,Itapetininga,Escolas,R: JOSÉ SIDNEY DA CUNHA,,cação
EE JOÃO BATISTA CURADO,São Paulo,Jundiaí,Escolas,"Rua Distrito Federal, 99",,cação
EE JOAQUIM ANTONIO LADEIRA,São Paulo,Louveira,Escolas,"Capitão Álvaro Pereira, 210 - Vila Bossi",,cação
EE JOCENY VILLELA CURADO,São Paulo,Jundiaí,Escolas,"Rua Mário João Bampa, 305",,cação
EE JONAS CORREA,São Paulo,Americana,Escolas,"Rua João Bernestein, 601 – Vila Margarida",,cação
EE JOSÉ DA C. HOLTZ - GRAMADINHO,São Paulo,Itapetininga,Escolas,"Rua Francisco de Almeida, 143",,cação
EE JOSÉ FELICIANO DE OLIVEIRA,São Paulo,Jundiaí,Escolas,"Rua João Victor Attisani, 450",,cação
EE JURANDYR SOUZA LIMA,São Paulo,Jundiaí,Escolas,"Av. Com. Antonio Carbonari, s/nº",,cação
EE JUVENAL PAIVA,São Paulo,Itapetininga,Escolas,"Rua Pedro Lopes de Almeida, 211",,cação
EE LUIZ RIVELLI,São Paulo,Jundiaí,Escolas,"Av. Bento Figueiredo, 680",,cação
EE MAJOR FONSECA,São Paulo,Itapetininga,Escolas,"R: VENÂNCIO AYRES, 108",,cação
E E M ANTENOR MARTINS,Rio de Janeiro,São Gonçalo,Escolas,"ESTRADA DO ANAIA , S/N",,cação
EE MARIA ALMEIDA SCHLEDORN,São Paulo,Jundiaí,Escolas,"Av. Adelino Martins, 1113",,cação
EE MARIA DE LOURDES BARREIRO,São Paulo,Itapetininga,Escolas,"AV: WENCESLAU BRÁS, 395",,cação
EE MARIA DE LOURDES FRANÇA SILVEIRA,São Paulo,Jundiaí,Escolas,"Rua Pedro Nano, 175",,cação
EE MARIA JOSE MAIA DE TOLEDO,São Paulo,Jundiaí,Escolas,Rua Pedro Latance s/n.,,cação
E E M BARÃO DE SÃO GONÇALO,Rio de Janeiro,São Gonçalo,Escolas,"RUA DALVA RAPOSO, 215",,cação
E E M CARLOS MAIA,Rio de Janeiro,São Gonçalo,Escolas,"RUA CATARINA MARTINS, S/N",,cação
E E M MARIANA SODRÉ,Rio de Janeiro,São Gonçalo,Escolas,"ESTRADA VELHA DE MARICÁ, S/N",,cação
E E M MENTOR COUTO,Rio de Janeiro,São Gonçalo,Escolas,"RUA DAMAS ORTIZ, S/Nº",,cação
E E M MONSENHOR ALBUQUERQUE,Rio de Janeiro,São Gonçalo,Escolas,"TRAVESSA TABELIÃO LESSA, S/N",,cação
EE MODESTO TAVARES DE LIMA,São Paulo,Itapetininga,Escolas,"R: ACÁSSIO DE MORAES TERRA, 376",,cação
EE MONSENHOR VENERANDO NALINI,São Paulo,Jundiaí,Escolas,"Rua Archangelo Bianchini, 985",,cação
E E M PROFª MARIA DA GLORIA BORGES LEITE,Rio de Janeiro,São Gonçalo,Escolas,"RUA GENERAL ANTONIO RODRIGUES, 210",,cação
E E MUNICIPALIZADA BAIRRO ALMERINDA,Rio de Janeiro,São Gonçalo,Escolas,"RUA SARGENTO AIRES SILVO DIAS, S/Nº",,cação
E E MUNICIPALIZADA CORONEL AMARANTE,Rio de Janeiro,São Gonçalo,Escolas,"RUA SENA BORGES, S/Nº",,cação
E E MUNICIPALIZADA LUCIO THOME FETEIRA,Rio de Janeiro,São Gonçalo,Escolas,"AV. GOUVEIA, S/Nº",,cação
E E MUNICIPALIZADA PROFESSORA NIUMA GOULART BRANDAO,Rio de Janeiro,São Gonçalo,Escolas,"RUA CAPITÃO ANTÔNIO FRANKLIN, S/Nº",,cação
EE ODILON LEITE FERRAZ - UNIDADE I,São Paulo,Louveira,Escolas,"Irmã Fidelina, 162 - Santo Antonio",,cação
EE PADRE MAURÍLIO TOMANIK,São Paulo,Jundiaí,Escolas,"Rua Alceu Toledo Pontes, 10",,cação
EE PAULO MENDES SILVA,São Paulo,Jundiaí,Escolas,"Av. Fernando Arens, 830",,cação
EE PEDRO YOSHICHIKA IRIE,São Paulo,Louveira,Escolas,"Estrada municipal, s/n° - Leitão",,cação
EE PEIXOTO GOMIDE,São Paulo,Itapetininga,Escolas,"AV: PEIXOTO GOMIDE,198",,cação
EE PERICLES GALVÃO,São Paulo,Itapetininga,Escolas,"Est .M. José Correia De Moraes, s/n",,cação
EE PROF. ADONIRO LADEIRA,São Paulo,Jundiaí,Escolas,"Av. Dr. Benedito Godoy Ferraz, 450",,cação
EE PROF. ALBINO MELO DE OLIVEIRA,São Paulo,Jundiaí,Escolas,Av. Prof. Pedro Clarismundo Fornari s/nº,,cação
EE PROF. CLÉLIA DE BARROS LEITE DA SILVA,São Paulo,Nazaré Paulista,Escolas,"Rod. Juvenal Ponciano de Camargo, km 50",,cação
EE PROF. FABIO HACL PÍNOLA,São Paulo,Nazaré Paulista,Escolas,"Rua José Faria Junior, 65",,cação
EE PROF. FRANCISCO NAPOLEÃO MAIA,São Paulo,Jundiaí,Escolas,"Rua Francisco Salles, 256",,cação
EE PROF. JOSÉ SILVA JÚNIOR,São Paulo,Jundiaí,Escolas,"Rua Sargento Arnaldo Mangile, 100",,cação
